Stream,Task,functional,muscle_tension,normal,organic_inflammatory,organic_nm,organic_structural,organic_trauma
1,9,0.23684211,0.11111111,0.85106383,0.04761905,0.39285714,0.25581395,0.
1,9,0.31578947,0.25,0.73758865,0.,0.33928571,0.25581395,0.
1,9,0.,0.19444444,0.87234043,0.,0.30357143,0.13953488,0.
1,9,0.15789474,0.11111111,0.89361702,0.0952381,0.375,0.3255814,0.
1,9,0.,1.,0.,0.,0.,0.,0.
1,9,0.07894737,0.,0.92907801,0.04761905,0.42857143,0.27906977,0.
1,10"0.07894737,0.19444444,0.81560284,0.0952381,0.35714286,0.27906977,0.
1,10"0.,0.,0.91489362,0.0952381,0.46428571,0.34883721,0.
1,10"0.13157895,0.,0.84397163,0.0952381,0.46428571,0.41860465,0.
1,10"0.13157895,0.05555556,0.94326241,0.,0.35714286,0.39534884,0.
1,100.,1.,0.,0.,0.,0.,0.
1,10"0.,0.,0.90780142,0.,0.58928571,0.37209302,0.
1,11"0.26315789,0.02777778,0.76595745,0.04761905,0.30357143,0.39534884,0.
1,11"0.05263158,0.,0.88652482,0.,0.41071429,0.11627907,0.
1,11"0.,0.11111111,0.85815603,0.,0.26785714,0.18604651,0.
1,11"0.21052632,0.,0.82269504,0.,0.32142857,0.18604651,0.
1,11"0.02631579,0.25,0.73049645,0.0952381,0.26785714,0.18604651,0.
1,11"0.,0.,0.90070922,0.,0.32142857,0.41860465,0.
1,12"0.02631579,0.11111111,0.78985507,0.,0.49090909,0.3255814,0.
1,12"0.28947368,0.11111111,0.78985507,0.,0.4,0.11627907,0.
1,12"0.15789474,0.05555556,0.91304348,0.,0.30909091,0.20930233,0.
1,12"0.13157895,0.02777778,0.88405797,0.,0.43636364,0.44186047,0.
1,12"0.13157895,0.22222222,0.80434783,0.23809524,0.52727273,0.23255814,0.
1,12"0.,0.,0.92028986,0.,0.38181818,0.37209302,0.
1,13"0.,0.27777778,0.86524823,0.,0.64285714,0.48837209,0.
1,13"0.,0.02777778,0.90070922,0.,0.41071429,0.53488372,0.
1,13"0.,0.11111111,0.93617021,0.,0.48214286,0.41860465,0.
1,13"0.15789474,0.,0.90070922,0.,0.5,0.41860465,0.
1,13"0.02631579,0.16666667,0.97163121,0.,0.39285714,0.34883721,0.
1,13"0.,0.,0.97163121,0.,0.51785714,0.27906977,0.
1,14"0.,0.27777778,0.88652482,0.57142857,0.75,0.23255814,0.
1,14"0.,0.,0.78723404,0.,0.78571429,0.,0.
1,14"0.,0.,0.9787234,0.,0.53571429,0.06976744,0.
1,14"0.,0.,0.9787234,0.,0.48214286,0.,0.
1,14"0.60526316,0.05555556,0.85106383,0.42857143,0.73214286,0.48837209,0.
1,14"0.,0.,0.92907801,0.,0.55357143,0.46511628,0.
1,15"0.13157895,0.33333333,0.952,0.28571429,0.67857143,0.39534884,0.
1,15"0.,0.,0.984,0.,0.26785714,0.1627907,0.
1,15"0.,0.,0.968,0.,0.58928571,0.13953488,0.
1,15"0.,0.,0.992,0.,0.64285714,0.30232558,0.
1,15"0.63157895,0.27777778,0.92,0.0952381,0.69642857,0.62790698,0.
1,15"0.42105263,0.,0.968,0.,0.69642857,0.46511628,0.
