train_acc,val_acc,log_file epoch lr, layerr, hidden dim
0.797938,0.740260,/home/workspace/data/wavlm_decoar2[10][5]_a_n/16000/nn/results/svd_a.wavlm_decoar2_combined.100_0.0001_2_512.log
0.804124,0.733766,/home/workspace/data/wavlm_hubert[10][3]_a_n/16000/nn/results/svd_a.wavlm_hubert_combined.100_0.001_2_512.log
0.872165,0.727273,/home/workspace/data/wavlm_data2vec[10][0]_a_n/16000/nn/results/svd_a.wavlm_data2vec_combined.1000_0.001_1_512.log
0.872165,0.727273,/home/workspace/data/wavlm_data2vec[10][0]_a_n/16000/nn/results/svd_a.wavlm_data2vec_combined.1000_0.001_1_1024.log
0.828866,0.727273,/home/workspace/data/wavlm_decoar2[10][5]_a_n/16000/nn/results/svd_a.wavlm_decoar2_combined.100_0.001_2_512.log
0.809278,0.727273,/home/workspace/data/wavlm_hubert[10][3]_a_n/16000/nn/results/svd_a.wavlm_hubert_combined.100_0.001_2_1024.log
0.803093,0.727273,/home/workspace/data/wavlm_data2vec[10][0]_a_n/16000/nn/results/svd_a.wavlm_data2vec_combined.100_0.0001_2_512.log
0.796907,0.727273,/home/workspace/data/wavlm_hubert[10][3]_a_n/16000/nn/results/svd_a.wavlm_hubert_combined.100_0.0001_2_512.log
0.813402,0.720779,/home/workspace/data/wavlm_hubert[10][3]_a_n/16000/nn/results/svd_a.wavlm_hubert_combined.100_0.0001_5_512.log
0.812371,0.720779,/home/workspace/data/wavlm_hubert[10][3]_a_n/16000/nn/results/svd_a.wavlm_hubert_combined.100_0.0001_2_1024.log
0.865979,0.714286,/home/workspace/data/wavlm_decoar2[10][5]_a_n/16000/nn/results/svd_a.wavlm_decoar2_combined.100_0.0001_5_1024.log
0.845361,0.714286,/home/workspace/data/wavlm_hubert[10][3]_a_n/16000/nn/results/svd_a.wavlm_hubert_combined.1000_0.001_10_1024.log
0.809278,0.714286,/home/workspace/data/wavlm_decoar2[10][5]_a_n/16000/nn/results/svd_a.wavlm_decoar2_combined.100_0.001_5_512.log
