train_acc,val_acc,log_file
1.000000,0.688312,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_1024.log
1.000000,0.688312,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_512.log
1.000000,0.688312,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_512.log
1.000000,0.688312,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_512.log
0.998969,0.688312,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
0.943299,0.688312,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_512.log
0.908247,0.688312,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.0001_2_1024.log
0.872165,0.688312,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.0001_5_1024.log
0.834021,0.688312,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.807216,0.688312,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_1024.log
0.802062,0.688312,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_512.log
0.802062,0.688312,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_1024.log
0.770103,0.688312,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_512.log
1.000000,0.681818,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.0001_2_512.log
1.000000,0.681818,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_1024.log
1.000000,0.681818,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_1024.log
1.000000,0.681818,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
